JT002_E00,0.0,0.0,0.0
JT002_E00,-0.028465749315487118,0.038768732586298135,-0.013663326445633596
JT002_E01,0.0,0.0,0.0
JT002_E01,0.02846574931548711,-0.038768732586298135,-0.013663326445633603
JT002_E02,0.0,0.0,0.0
JT002_E02,-0.04740162173747023,-0.003789129138268342,-0.015450849718747377
JT002_E03,0.0,0.0,0.0
JT002_E03,-0.01780954955826574,-0.04409184944522469,-0.01545084971874737
JT002_E04,0.0,0.0,0.0
JT002_E04,0.017809549558265744,0.0440918494452247,-0.015450849718747377
JT002_E05,0.0,0.0,0.0
JT002_E05,0.04740162173747023,0.0037891291382683386,-0.01545084971874737
